"Season_Nest";"nest";"season";"session";"sx";"ringno";"Total_Complete_Neglect";"n_gaps";"mean_neglect_duration";"n_incubations";"mean_incubation_duration";"uCode";"uName";"NI";"Rank"
"2020_W39";"W39";2020;"incubation3";"m";46028;65;1;65;7;10575,1428571429;"2020_incubation3_W39_m";"2020_incubation3_W39_m";2,86;257
"2020_W39B";"W39B";2020;"incubation1";"f";50167;1677;10;167,7;28;2091,82142857143;"2020_incubation1_W39B_f";"2020_incubation1_W39B_f";19,22;84
"2020_W39B";"W39B";2020;"incubation1";"m";50327;4797;15;319,8;67;1860,5223880597;"2020_incubation1_W39B_m";"2020_incubation1_W39B_m";31,42;44
"2020_W39B";"W39B";2020;"incubation2";"f";50167;234;3;78;9;12940;"2020_incubation2_W39B_f";"2020_incubation2_W39B_f";5,85;200
"2020_W39B";"W39B";2020;"incubation2";"m";50327;397;6;66,1666666666667;26;3919,88461538462;"2020_incubation2_W39B_m";"2020_incubation2_W39B_m";7,63;169
"2020_W39B";"W39B";2020;"incubation3";"f";50167;2122;4;530,5;15;6609,46666666667;"2020_incubation3_W39B_f";"2020_incubation3_W39B_f";26,76;58
"2020_W39B";"W39B";2020;"incubation3";"m";50327;486;6;81;27;2977,44444444444;"2020_incubation3_W39B_m";"2020_incubation3_W39B_m";8,98;151
"2020_W40";"W40";2020;"incubation1";"f";43817;626;12;52,1666666666667;21;7228,14285714286;"2020_incubation1_W40_f";"2020_incubation1_W40_f";9,65;143
"2020_W40";"W40";2020;"incubation1";"m";41260;1316;17;77,4117647058823;43;1622,83720930233;"2020_incubation1_W40_m";"2020_incubation1_W40_m";15,32;99
"2020_W40";"W40";2020;"incubation2";"f";43817;113;1;113;2;47695,5;"2020_incubation2_W40_f";"2020_incubation2_W40_f";4,81;220
"2020_W40";"W40";2020;"incubation2";"m";41260;1428;10;142,8;14;6988,5;"2020_incubation2_W40_m";"2020_incubation2_W40_m";17,42;89
"2020_W40";"W40";2020;"incubation3";"f";43817;421;5;84,2;9;8826,22222222222;"2020_incubation3_W40_f";"2020_incubation3_W40_f";8,34;156
"2020_W40";"W40";2020;"incubation3";"m";41260;1220;9;135,555555555556;22;5740,18181818182;"2020_incubation3_W40_m";"2020_incubation3_W40_m";16,05;94
"2020_W41J";"W41J";2020;"incubation1";"f";44955;350;7;50;23;5149,30434782609;"2020_incubation1_W41J_f";"2020_incubation1_W41J_f";6,67;186
"2020_W41J";"W41J";2020;"incubation1";"m";26975;3879;20;193,95;70;1274,5;"2020_incubation1_W41J_m";"2020_incubation1_W41J_m";27,21;57
"2020_W41J";"W41J";2020;"incubation2";"f";44955;1458;4;364,5;8;15662,625;"2020_incubation2_W41J_f";"2020_incubation2_W41J_f";21,45;77
"2020_W41J";"W41J";2020;"incubation2";"m";26975;6698;7;956,857142857143;10;7303,9;"2020_incubation2_W41J_m";"2020_incubation2_W41J_m";41,79;30
"2020_W41J";"W41J";2020;"incubation3";"f";44955;18;1;18;3;47518;"2020_incubation3_W41J_f";"2020_incubation3_W41J_f";0,75;307
"2020_W41J";"W41J";2020;"incubation3";"m";26975;3677;8;459,625;13;5762,07692307692;"2020_incubation3_W41J_m";"2020_incubation3_W41J_m";30,86;46
"2020_W49";"W49";2020;"incubation1";"f";50492;0;0;NA;6;14969,8333333333;"2020_incubation1_W49_f";"2020_incubation1_W49_f";0;327
"2020_W49";"W49";2020;"incubation1";"m";43858;0;0;NA;10;11626,2;"2020_incubation1_W49_m";"2020_incubation1_W49_m";0;327
"2020_W49";"W49";2020;"incubation2";"f";50492;137;1;137;2;61193,5;"2020_incubation2_W49_f";"2020_incubation2_W49_f";5,72;202
"2020_W49";"W49";2020;"incubation2";"m";43858;56;1;56;8;12428,875;"2020_incubation2_W49_m";"2020_incubation2_W49_m";2,47;261
"2020_W49";"W49";2020;"incubation3";"f";50492;129;1;129;3;43636,6666666667;"2020_incubation3_W49_f";"2020_incubation3_W49_f";5,42;208
"2020_W49";"W49";2020;"incubation3";"m";43858;0;0;NA;6;15445;"2020_incubation3_W49_m";"2020_incubation3_W49_m";0;327
"2020_W6";"W6";2020;"incubation1";"f";50099;717;11;65,1818181818182;33;2352,24242424242;"2020_incubation1_W6_f";"2020_incubation1_W6_f";10,79;131
"2020_W6";"W6";2020;"incubation1";"m";50088;464;11;42,1818181818182;35;3802,2;"2020_incubation1_W6_m";"2020_incubation1_W6_m";7,77;166
"2020_W6";"W6";2020;"incubation2";"f";50099;244;3;81,3333333333333;7;15641;"2020_incubation2_W6_f";"2020_incubation2_W6_f";6,07;193
"2020_W6";"W6";2020;"incubation2";"m";50088;386;2;193;11;9826;"2020_incubation2_W6_m";"2020_incubation2_W6_m";10,25;137
"2020_W6";"W6";2020;"incubation3";"f";50099;533;8;66,625;31;2630,06451612903;"2020_incubation3_W6_f";"2020_incubation3_W6_f";9,11;149
"2020_W6";"W6";2020;"incubation3";"m";50088;313;7;44,7142857142857;19;8191,8947368421;"2020_incubation3_W6_m";"2020_incubation3_W6_m";6,07;192
"2021_101";"101";2021;"incubation2";"f";50161;27;1;27;5;14480;"2021_incubation2_101_f";"2021_incubation2_101_f";1,17;286
"2021_101";"101";2021;"incubation2";"m";48567;54;1;54;4;31714,5;"2021_incubation2_101_m";"2021_incubation2_101_m";2,38;262
"2021_101";"101";2021;"incubation3";"f";50161;373;2;186,5;3;24189;"2021_incubation3_101_f";"2021_incubation3_101_f";9,97;140
"2021_101";"101";2021;"incubation3";"m";48567;169;2;84,5;4;33147;"2021_incubation3_101_m";"2021_incubation3_101_m";5,05;216
"2021_113_41";"113_41";2021;"incubation1";"f";44892;1170;4;292,5;9;10801,3333333333;"2021_incubation1_113_41_f";"2021_incubation1_113_41_f";18,65;85
"2021_113_41";"113_41";2021;"incubation1";"m";46155;40307;4;10076,75;4;9599,75;"2021_incubation1_113_41_m";"2021_incubation1_113_41_m";82,87;8
"2021_113_41";"113_41";2021;"incubation2";"f";44892;124;1;124;3;33931,3333333333;"2021_incubation2_113_41_f";"2021_incubation2_113_41_f";5,23;212
"2021_113_41";"113_41";2021;"incubation2";"m";46155;75;1;75;2;76356;"2021_incubation2_113_41_m";"2021_incubation2_113_41_m";3,28;245
"2021_113_41";"113_41";2021;"incubation3";"f";44892;563;4;140,75;6;19056,5;"2021_incubation3_113_41_f";"2021_incubation3_113_41_f";11,1;130
"2021_113_41";"113_41";2021;"incubation3";"m";46155;0;0;NA;2;58397,5;"2021_incubation3_113_41_m";"2021_incubation3_113_41_m";0;327
"2021_11_58";"11_58";2021;"incubation1";"f";55405;525;8;65,625;17;7441,23529411765;"2021_incubation1_11_58_f";"2021_incubation1_11_58_f";9,01;150
"2021_11_58";"11_58";2021;"incubation1";"m";26937;13884;1;13884;6;10802,8333333333;"2021_incubation1_11_58_m";"2021_incubation1_11_58_m";74,95;10
"2021_11_58";"11_58";2021;"incubation2";"f";55405;124;3;41,3333333333333;11;8832;"2021_incubation2_11_58_f";"2021_incubation2_11_58_f";3,27;250
"2021_11_58";"11_58";2021;"incubation2";"m";26937;59;2;29,5;11;8993,63636363636;"2021_incubation2_11_58_m";"2021_incubation2_11_58_m";1,83;276
"2021_11_58";"11_58";2021;"incubation3";"f";55405;0;0;NA;1;90782;"2021_incubation3_11_58_f";"2021_incubation3_11_58_f";0;327
"2021_11_58";"11_58";2021;"incubation3";"m";26937;0;0;NA;2;57690,5;"2021_incubation3_11_58_m";"2021_incubation3_11_58_m";0;327
"2021_D15_5";"D15_5";2021;"incubation1";"f";26555;0;0;NA;2;48405,5;"2021_incubation1_D15_5_f";"2021_incubation1_D15_5_f";0;327
"2021_D15_5";"D15_5";2021;"incubation1";"m";55401;72;1;72;2;39226,5;"2021_incubation1_D15_5_m";"2021_incubation1_D15_5_m";3,15;251
"2021_D15_5";"D15_5";2021;"incubation2";"f";26555;91;2;45,5;5;18719,6;"2021_incubation2_D15_5_f";"2021_incubation2_D15_5_f";2,82;259
"2021_D15_5";"D15_5";2021;"incubation2";"m";55401;238;2;119;5;22163,2;"2021_incubation2_D15_5_m";"2021_incubation2_D15_5_m";6,84;182
"2021_D15_5";"D15_5";2021;"incubation3";"f";26555;19;1;19;3;48252;"2021_incubation3_D15_5_f";"2021_incubation3_D15_5_f";0,8;306
"2021_D15_5";"D15_5";2021;"incubation3";"m";55401;142;1;142;1;71073;"2021_incubation3_D15_5_m";"2021_incubation3_D15_5_m";5,91;196
"2021_D15_6";"D15_6";2021;"incubation1";"f";43087;201;1;201;3;43073,6666666667;"2021_incubation1_D15_6_f";"2021_incubation1_D15_6_f";7,98;163
"2021_D15_6";"D15_6";2021;"incubation1";"m";50209;0;0;NA;6;10202,5;"2021_incubation1_D15_6_m";"2021_incubation1_D15_6_m";0;327
"2021_D15_6";"D15_6";2021;"incubation2";"f";43087;0;0;NA;3;25669,3333333333;"2021_incubation2_D15_6_f";"2021_incubation2_D15_6_f";0;327
"2021_D15_6";"D15_6";2021;"incubation2";"m";50209;32804;1;32804;9;10157,6666666667;"2021_incubation2_D15_6_m";"2021_incubation2_D15_6_m";93,18;3
"2021_D15_6";"D15_6";2021;"incubation3";"f";43087;481;2;240,5;3;37321,6666666667;"2021_incubation3_D15_6_f";"2021_incubation3_D15_6_f";12,18;121
"2021_D15_6";"D15_6";2021;"incubation3";"m";50209;0;0;NA;2;55526,5;"2021_incubation3_D15_6_m";"2021_incubation3_D15_6_m";0;327
"2021_D16_1";"D16_1";2021;"incubation1";"f";55449;487;5;97,4;12;6297,41666666667;"2021_incubation1_D16_1_f";"2021_incubation1_D16_1_f";9,37;147
"2021_D16_1";"D16_1";2021;"incubation1";"m";48455;2434;4;608,5;13;9850,07692307692;"2021_incubation1_D16_1_m";"2021_incubation1_D16_1_m";28,86;52
"2021_D16_1";"D16_1";2021;"incubation2";"f";55449;146;1;146;4;24755;"2021_incubation2_D16_1_f";"2021_incubation2_D16_1_f";6,06;194
"2021_D16_1";"D16_1";2021;"incubation2";"m";48455;0;0;NA;4;28733,25;"2021_incubation2_D16_1_m";"2021_incubation2_D16_1_m";0;327
"2021_D16_1";"D16_1";2021;"incubation3";"f";55449;0;0;NA;2;28792,5;"2021_incubation3_D16_1_f";"2021_incubation3_D16_1_f";0;327
"2021_D16_1";"D16_1";2021;"incubation3";"m";48455;0;0;NA;2;60915;"2021_incubation3_D16_1_m";"2021_incubation3_D16_1_m";0;327
"2021_D16_10";"D16_10";2021;"incubation1";"f";55418;2140;3;713,333333333333;11;6621,45454545455;"2021_incubation1_D16_10_f";"2021_incubation1_D16_10_f";28,83;54
"2021_D16_10";"D16_10";2021;"incubation1";"m";48559;1774;6;295,666666666667;13;10056,3076923077;"2021_incubation1_D16_10_m";"2021_incubation1_D16_10_m";21,98;74
"2021_D17_16";"D17_16";2021;"incubation1";"f";50165;37757;1;37757;4;21801,5;"2021_incubation1_D17_16_f";"2021_incubation1_D17_16_f";96,19;1
"2021_D17_16";"D17_16";2021;"incubation1";"m";50172;402;6;67;11;7679,27272727273;"2021_incubation1_D17_16_m";"2021_incubation1_D17_16_m";7,71;168
"2021_D17_16";"D17_16";2021;"incubation2";"f";50165;25;1;25;2;40677,5;"2021_incubation2_D17_16_f";"2021_incubation2_D17_16_f";1,08;287
"2021_D17_16";"D17_16";2021;"incubation2";"m";50172;0;0;NA;1;99694;"2021_incubation2_D17_16_m";"2021_incubation2_D17_16_m";0;327
"2021_D17_16";"D17_16";2021;"incubation3";"f";50165;0;0;NA;2;43241;"2021_incubation3_D17_16_f";"2021_incubation3_D17_16_f";0;327
"2021_D17_16";"D17_16";2021;"incubation3";"m";50172;121;1;121;4;28404,25;"2021_incubation3_D17_16_m";"2021_incubation3_D17_16_m";5,12;215
"2021_K16_4";"K16_4";2021;"incubation1";"f";55413;0;0;NA;1;93882;"2021_incubation1_K16_4_f";"2021_incubation1_K16_4_f";0;327
"2021_K16_4";"K16_4";2021;"incubation1";"m";55402;3552;8;444;9;9811,77777777778;"2021_incubation1_K16_4_m";"2021_incubation1_K16_4_m";30,33;48
"2021_K16_4";"K16_4";2021;"incubation2";"f";55413;0;0;NA;1;106949;"2021_incubation2_K16_4_f";"2021_incubation2_K16_4_f";0;327
"2021_K16_4";"K16_4";2021;"incubation2";"m";55402;464;4;116;6;13530,5;"2021_incubation2_K16_4_m";"2021_incubation2_K16_4_m";9,54;145
"2021_K16_4";"K16_4";2021;"incubation3";"f";55413;0;0;NA;2;74843,5;"2021_incubation3_K16_4_f";"2021_incubation3_K16_4_f";0;327
"2021_K16_4";"K16_4";2021;"incubation3";"m";55402;200;2;100;3;22724,3333333333;"2021_incubation3_K16_4_m";"2021_incubation3_K16_4_m";5,87;197
"2021_K17_13";"K17_13";2021;"incubation1";"f";55406;0;0;NA;10;10612,4;"2021_incubation1_K17_13_f";"2021_incubation1_K17_13_f";0;327
"2021_K17_13";"K17_13";2021;"incubation1";"m";50496;0;0;NA;12;7890;"2021_incubation1_K17_13_m";"2021_incubation1_K17_13_m";0;327
"2021_K17_13";"K17_13";2021;"incubation2";"f";55406;0;0;NA;1;75084;"2021_incubation2_K17_13_f";"2021_incubation2_K17_13_f";0;327
"2021_K17_13";"K17_13";2021;"incubation2";"m";50496;82;1;82;3;35379,3333333333;"2021_incubation2_K17_13_m";"2021_incubation2_K17_13_m";3,57;242
"2021_K17_13";"K17_13";2021;"incubation3";"f";55406;9;1;9;2;46874,5;"2021_incubation3_K17_13_f";"2021_incubation3_K17_13_f";0,32;320
"2021_K17_13";"K17_13";2021;"incubation3";"m";50496;130;1;130;3;44478;"2021_incubation3_K17_13_m";"2021_incubation3_K17_13_m";5,46;207
"2021_K19_22";"K19_22";2021;"incubation1";"f";55684;0;0;NA;3;33598;"2021_incubation1_K19_22_f";"2021_incubation1_K19_22_f";0;327
"2021_K19_22";"K19_22";2021;"incubation1";"m";48561;0;0;NA;2;48911;"2021_incubation1_K19_22_m";"2021_incubation1_K19_22_m";0;327
"2021_K8";"K8";2021;"incubation1";"f";55404;0;0;NA;8;16474,25;"2021_incubation1_K8_f";"2021_incubation1_K8_f";0;327
"2021_K8";"K8";2021;"incubation1";"m";44931;160;3;53,3333333333333;15;5734,4;"2021_incubation1_K8_m";"2021_incubation1_K8_m";4,15;233
"2021_K8";"K8";2021;"incubation2";"f";55404;31481;1;31481;2;20385,5;"2021_incubation2_K8_f";"2021_incubation2_K8_f";92,3;5
"2021_K8";"K8";2021;"incubation2";"m";44931;0;0;NA;7;17872,4285714286;"2021_incubation2_K8_m";"2021_incubation2_K8_m";0;327
"2021_K8";"K8";2021;"incubation3";"f";55404;22659;7;3237;8;17937,625;"2021_incubation3_K8_f";"2021_incubation3_K8_f";65,22;12
"2021_K8";"K8";2021;"incubation3";"m";44931;0;0;NA;1;52109;"2021_incubation3_K8_m";"2021_incubation3_K8_m";0;327
"2021_W39";"W39";2021;"incubation2";"f";50152;0;0;NA;2;44172,5;"2021_incubation2_W39_f";"2021_incubation2_W39_f";0;327
"2021_W39";"W39";2021;"incubation2";"m";46070;0;0;NA;2;48543,5;"2021_incubation2_W39_m";"2021_incubation2_W39_m";0;327
"2021_W39";"W39";2021;"incubation3";"f";50152;20765;2;10382,5;3;49784,3333333333;"2021_incubation3_W39_f";"2021_incubation3_W39_f";76,13;9
"2021_W39";"W39";2021;"incubation3";"m";46070;0;0;NA;1;44602;"2021_incubation3_W39_m";"2021_incubation3_W39_m";0;327
"2021_W40";"W40";2021;"incubation1";"f";43817;353;6;58,8333333333333;14;10641;"2021_incubation1_W40_f";"2021_incubation1_W40_f";6,93;180
"2021_W40";"W40";2021;"incubation1";"m";41260;2468;8;308,5;38;2087,81578947368;"2021_incubation1_W40_m";"2021_incubation1_W40_m";25,03;64
"2021_W40";"W40";2021;"incubation2";"f";43817;257;4;64,25;13;8191,61538461538;"2021_incubation2_W40_f";"2021_incubation2_W40_f";5,83;201
"2021_W40";"W40";2021;"incubation2";"m";41260;935;10;93,5;27;4001,18518518519;"2021_incubation2_W40_m";"2021_incubation2_W40_m";13,21;111
"2021_W40";"W40";2021;"incubation3";"f";43817;360;5;72;6;18545,8333333333;"2021_incubation3_W40_f";"2021_incubation3_W40_f";7,34;172
"2021_W40";"W40";2021;"incubation3";"m";41260;853;9;94,7777777777778;22;4330,86363636364;"2021_incubation3_W40_m";"2021_incubation3_W40_m";12,61;115
"2021_W41J";"W41J";2021;"incubation1";"f";44955;643;4;160,75;6;22179,8333333333;"2021_incubation1_W41J_f";"2021_incubation1_W41J_f";12,27;120
"2021_W41J";"W41J";2021;"incubation1";"m";26975;5052;9;561,333333333333;13;5437,15384615385;"2021_incubation1_W41J_m";"2021_incubation1_W41J_m";35,17;36
"2021_W41J";"W41J";2021;"incubation2";"f";44955;0;0;NA;2;56583,5;"2021_incubation2_W41J_f";"2021_incubation2_W41J_f";0;327
"2021_W41J";"W41J";2021;"incubation2";"m";26975;410;2;205;2;48666,5;"2021_incubation2_W41J_m";"2021_incubation2_W41J_m";10,75;132
"2021_W41J";"W41J";2021;"incubation3";"f";44955;36;1;36;2;63001,5;"2021_incubation3_W41J_f";"2021_incubation3_W41J_f";1,58;279
"2021_W41J";"W41J";2021;"incubation3";"m";26975;2129;1;2129;3;30324,6666666667;"2021_incubation3_W41J_m";"2021_incubation3_W41J_m";37,82;34
"2021_W6";"W6";2021;"incubation1";"f";50099;834;9;92,6666666666667;17;4553,94117647059;"2021_incubation1_W6_f";"2021_incubation1_W6_f";12,42;118
"2021_W6";"W6";2021;"incubation1";"m";50088;315;4;78,75;25;6202,44;"2021_incubation1_W6_m";"2021_incubation1_W6_m";6,94;179
"2021_W6";"W6";2021;"incubation2";"f";50099;167;4;41,75;17;4803,35294117647;"2021_incubation2_W6_f";"2021_incubation2_W6_f";3,96;236
"2021_W6";"W6";2021;"incubation2";"m";50088;143;3;47,6666666666667;16;8089,375;"2021_incubation2_W6_m";"2021_incubation2_W6_m";3,74;238
"2021_W6";"W6";2021;"incubation3";"f";50099;405;5;81;11;11909,6363636364;"2021_incubation3_W6_f";"2021_incubation3_W6_f";8,08;161
"2021_W6";"W6";2021;"incubation3";"m";50088;132;2;66;12;7829,58333333333;"2021_incubation3_W6_m";"2021_incubation3_W6_m";4,02;235
"2023_101";"101";2023;"incubation1";"f";50161;11;1;11;5;23953,6;"2023_incubation1_101_f";"2023_incubation1_101_f";0,42;317
"2023_101";"101";2023;"incubation1";"m";48567;109;2;54,5;11;6356,45454545455;"2023_incubation1_101_m";"2023_incubation1_101_m";3,36;244
"2023_101";"101";2023;"incubation2";"f";50161;73;2;36,5;3;28205,6666666667;"2023_incubation2_101_f";"2023_incubation2_101_f";2,27;264
"2023_101";"101";2023;"incubation2";"m";48567;2732;1;2732;3;29131,3333333333;"2023_incubation2_101_m";"2023_incubation2_101_m";42,37;28
"2023_101";"101";2023;"incubation3";"f";50161;782;1;782;2;32395,5;"2023_incubation3_101_f";"2023_incubation3_101_f";21,83;76
"2023_101";"101";2023;"incubation3";"m";48567;1190;1;1190;3;37522;"2023_incubation3_101_m";"2023_incubation3_101_m";28,03;55
"2023_113_10";"113_10";2023;"incubation3";"f";60006;21;1;21;3;44006,3333333333;"2023_incubation3_113_10_f";"2023_incubation3_113_10_f";0,89;304
"2023_113_10";"113_10";2023;"incubation3";"m";50135;85;1;85;2;79939,5;"2023_incubation3_113_10_m";"2023_incubation3_113_10_m";3,69;239
"2023_11_58";"11_58";2023;"incubation2";"f";58338;45407;3;15135,6666666667;6;19086,6666666667;"2023_incubation2_11_58_f";"2023_incubation2_11_58_f";88,42;6
"2023_11_58";"11_58";2023;"incubation2";"m";58336;577;1;577;2;23432;"2023_incubation2_11_58_m";"2023_incubation2_11_58_m";17,89;88
"2023_11_58";"11_58";2023;"incubation3";"f";58338;194;1;194;2;38575,5;"2023_incubation3_11_58_f";"2023_incubation3_11_58_f";7,75;167
"2023_11_58";"11_58";2023;"incubation3";"m";58336;71;1;71;3;40917,6666666667;"2023_incubation3_11_58_m";"2023_incubation3_11_58_m";3,11;252
"2023_14_10M";"14_10M";2023;"incubation1";"f";50225;0;0;NA;4;30814;"2023_incubation1_14_10M_f";"2023_incubation1_14_10M_f";0;327
"2023_14_10M";"14_10M";2023;"incubation1";"m";50275;25;1;25;3;22995;"2023_incubation1_14_10M_m";"2023_incubation1_14_10M_m";1,08;287
"2023_14_10M";"14_10M";2023;"incubation2";"f";50225;0;0;NA;2;87577;"2023_incubation2_14_10M_f";"2023_incubation2_14_10M_f";0;327
"2023_14_10M";"14_10M";2023;"incubation2";"m";50275;0;0;NA;1;85572;"2023_incubation2_14_10M_m";"2023_incubation2_14_10M_m";0;327
"2023_14_10M";"14_10M";2023;"incubation3";"f";50225;0;0;NA;2;88483,5;"2023_incubation3_14_10M_f";"2023_incubation3_14_10M_f";0;327
"2023_14_10M";"14_10M";2023;"incubation3";"m";50275;0;0;NA;1;95161;"2023_incubation3_14_10M_m";"2023_incubation3_14_10M_m";0;327
"2023_A20_4";"A20_4";2023;"incubation1";"f";56618;1896;2;948;4;9892,5;"2023_incubation1_A20_4_f";"2023_incubation1_A20_4_f";29,91;49
"2023_A20_4";"A20_4";2023;"incubation1";"m";57906;7699;25;307,96;32;4475,15625;"2023_incubation1_A20_4_m";"2023_incubation1_A20_4_m";35,94;35
"2023_A20_4";"A20_4";2023;"incubation3";"f";56618;31732;1;31732;1;51640;"2023_incubation3_A20_4_f";"2023_incubation3_A20_4_f";92,47;4
"2023_A20_4";"A20_4";2023;"incubation3";"m";57906;397;2;198,5;4;22457;"2023_incubation3_A20_4_m";"2023_incubation3_A20_4_m";10,48;134
"2023_D15_6";"D15_6";2023;"incubation1";"f";43087;2565;3;855;14;6166;"2023_incubation1_D15_6_f";"2023_incubation1_D15_6_f";31,75;43
"2023_D15_6";"D15_6";2023;"incubation1";"m";50209;259;4;64,75;22;5744,13636363636;"2023_incubation1_D15_6_m";"2023_incubation1_D15_6_m";5,87;199
"2023_K17_13";"K17_13";2023;"incubation1";"f";55406;2256;5;451,2;13;4842,07692307692;"2023_incubation1_K17_13_f";"2023_incubation1_K17_13_f";26,3;60
"2023_K17_13";"K17_13";2023;"incubation1";"m";50496;7719;5;1543,8;11;10858,7272727273;"2023_incubation1_K17_13_m";"2023_incubation1_K17_13_m";47,18;19
"2023_K19_19";"K19_19";2023;"incubation2";"f";58339;141;1;141;4;21552,25;"2023_incubation2_K19_19_f";"2023_incubation2_K19_19_f";5,87;198
"2023_K19_19";"K19_19";2023;"incubation2";"m";57913;457;2;228,5;4;30337;"2023_incubation2_K19_19_m";"2023_incubation2_K19_19_m";11,71;125
"2023_K19_19";"K19_19";2023;"incubation3";"f";58339;255;3;85;14;6690,14285714286;"2023_incubation3_K19_19_f";"2023_incubation3_K19_19_f";6,3;189
"2023_K19_19";"K19_19";2023;"incubation3";"m";57913;9045;5;1809;7;14727,5714285714;"2023_incubation3_K19_19_m";"2023_incubation3_K19_19_m";50,19;17
"2023_K20_15";"K20_15";2023;"incubation1";"f";50493;145;2;72,5;20;5979,05;"2023_incubation1_K20_15_f";"2023_incubation1_K20_15_f";4,39;229
"2023_K20_15";"K20_15";2023;"incubation1";"m";56605;5755;3;1918,33333333333;12;6242,58333333333;"2023_incubation1_K20_15_m";"2023_incubation1_K20_15_m";46,17;20
"2023_K20_15";"K20_15";2023;"incubation2";"f";50493;0;0;NA;1;74643;"2023_incubation2_K20_15_f";"2023_incubation2_K20_15_f";0;327
"2023_K20_15";"K20_15";2023;"incubation2";"m";56605;0;0;NA;2;63105;"2023_incubation2_K20_15_m";"2023_incubation2_K20_15_m";0;327
"2023_K20_15";"K20_15";2023;"incubation3";"f";50493;0;0;NA;3;46070;"2023_incubation3_K20_15_f";"2023_incubation3_K20_15_f";0;327
"2023_K20_15";"K20_15";2023;"incubation3";"m";56605;30;1;30;2;36740;"2023_incubation3_K20_15_m";"2023_incubation3_K20_15_m";1,31;282
"2023_K20_17";"K20_17";2023;"incubation2";"f";57904;1638;6;273;7;15418,1428571429;"2023_incubation2_K20_17_f";"2023_incubation2_K20_17_f";20,95;79
"2023_K20_17";"K20_17";2023;"incubation2";"m";48598;0;0;NA;4;28117;"2023_incubation2_K20_17_m";"2023_incubation2_K20_17_m";0;327
"2023_K20_17";"K20_17";2023;"incubation3";"f";57904;794;9;88,2222222222222;10;8468,9;"2023_incubation3_K20_17_f";"2023_incubation3_K20_17_f";11,99;124
"2023_K20_17";"K20_17";2023;"incubation3";"m";48598;595;1;595;4;32063,75;"2023_incubation3_K20_17_m";"2023_incubation3_K20_17_m";18,27;86
"2023_K21_37";"K21_37";2023;"incubation3";"f";50176;0;0;NA;2;56376,5;"2023_incubation3_K21_37_f";"2023_incubation3_K21_37_f";0;327
"2023_K21_37";"K21_37";2023;"incubation3";"m";57954;0;0;NA;2;45967;"2023_incubation3_K21_37_m";"2023_incubation3_K21_37_m";0;327
"2023_K8";"K8";2023;"incubation1";"f";55404;297;2;148,5;7;16028,2857142857;"2023_incubation1_K8_f";"2023_incubation1_K8_f";8,27;158
"2023_K8";"K8";2023;"incubation1";"m";44931;504;2;252;8;11742,5;"2023_incubation1_K8_m";"2023_incubation1_K8_m";12,62;114
"2023_W40";"W40";2023;"incubation1";"f";43817;301;4;75,25;9;7356,22222222222;"2023_incubation1_W40_f";"2023_incubation1_W40_f";6,68;185
"2023_W40";"W40";2023;"incubation1";"m";41260;1484;12;123,666666666667;27;4963,59259259259;"2023_incubation1_W40_m";"2023_incubation1_W40_m";17,31;90
"2023_W40";"W40";2023;"incubation2";"f";43817;0;0;NA;2;56041;"2023_incubation2_W40_f";"2023_incubation2_W40_f";0;327
"2023_W40";"W40";2023;"incubation2";"m";41260;711;2;355,5;3;26666;"2023_incubation2_W40_m";"2023_incubation2_W40_m";16,24;93
"2023_W40";"W40";2023;"incubation3";"f";43817;205;2;102,5;6;22182,1666666667;"2023_incubation3_W40_f";"2023_incubation3_W40_f";6;195
"2023_W40";"W40";2023;"incubation3";"m";41260;216;4;54;12;6034,33333333333;"2023_incubation3_W40_m";"2023_incubation3_W40_m";5;217
"2023_W41J";"W41J";2023;"incubation1";"f";44955;0;0;NA;2;29141,5;"2023_incubation1_W41J_f";"2023_incubation1_W41J_f";0;327
"2023_W41J";"W41J";2023;"incubation1";"m";26975;266;2;133;3;42237,3333333333;"2023_incubation1_W41J_m";"2023_incubation1_W41J_m";7,53;170
"2023_W41J";"W41J";2023;"incubation2";"f";44955;0;0;NA;2;64775,5;"2023_incubation2_W41J_f";"2023_incubation2_W41J_f";0;327
"2023_W41J";"W41J";2023;"incubation2";"m";26975;0;0;NA;1;83601;"2023_incubation2_W41J_m";"2023_incubation2_W41J_m";0;327
"2023_W41J";"W41J";2023;"incubation3";"f";44955;0;0;NA;1;81356;"2023_incubation3_W41J_f";"2023_incubation3_W41J_f";0;327
"2023_W41J";"W41J";2023;"incubation3";"m";26975;4000;2;2000;2;61282;"2023_incubation3_W41J_m";"2023_incubation3_W41J_m";43;27
"2023_W6";"W6";2023;"incubation1";"f";50099;0;0;NA;9;5537,44444444444;"2023_incubation1_W6_f";"2023_incubation1_W6_f";0;327
"2023_W6";"W6";2023;"incubation1";"m";50088;5703;3;1901;11;16237,1818181818;"2023_incubation1_W6_m";"2023_incubation1_W6_m";45,99;21
"2025_101";"101";2025;"incubation1";"f";50161;2992;6;498,666666666667;21;5124,95238095238;"2025_incubation1_101_f";"2025_incubation1_101_f";29,44;51
"2025_101";"101";2025;"incubation1";"m";48567;44;1;44;11;5500,72727272727;"2025_incubation1_101_m";"2025_incubation1_101_m";1,94;273
"2025_101";"101";2025;"incubation2";"f";50161;15;1;15;3;27430,6666666667;"2025_incubation2_101_f";"2025_incubation2_101_f";0,61;313
