"Season";"session";"Nest";"group";"total_neglected_seconds";"number_of_neglect_events";"average_neglect_duration";"uCode";"NI";"Rank";"Lay_day";"Hatch_day";"mean_date";"Julian_Date_point";"Incubation_Duration";"Days_to_Hatch"
"2025";"incubation1";"14_10M";"complete";162;3;54;"14_10M_incubation1_25";2,99;163;162;190;2025-06-17 02:46:32.5;168;28;22
"2025";"incubation1";"83N";"complete";42;1;42;"83N_incubation1_25";1,67;181;163;192;2025-06-28 02:11:32.5;179;29;13
"2025";"incubation1";"A20_1";"complete";55577;29;1916,44827586207;"A20_1_incubation1_25";62,37;14;164;196;2025-06-18 11:30:07;169;32;27
"2025";"incubation1";"A20_3";"complete";0;0;0;"A20_3_incubation1_25";0;208;164;194;2025-06-27 12:32:42.5;178;30;16
"2025";"incubation1";"A20_4";"complete";0;0;0;"A20_4_incubation1_25";0;208;169;198;2025-06-24 02:47:40.5;175;29;23
"2025";"incubation1";"D17_16";"complete";0;0;0;"D17_16_incubation1_25";0;208;162;192;2025-06-16 11:40:53.5;167;30;25
"2025";"incubation1";"D17_8";"complete";2034;2;1017;"D17_8_incubation1_25";25,87;40;163;193;2025-06-16 12:07:19.5;167;30;26
"2025";"incubation1";"D21_1";"complete";189;4;47,25;"D21_1_incubation1_25";3,01;162;164;193;2025-06-18 11:35:00;169;29;24
"2025";"incubation1";"J24_1";"complete";1491;11;135,545454545455;"J24_1_incubation1_25";12,35;82;163;192;2025-06-18 11:35:34;169;29;23
"2025";"incubation1";"K16_4";"complete";1486;11;135,090909090909;"K16_4_incubation1_25";12,32;83;162;192;2025-06-16 11:42:13;167;30;25
"2025";"incubation1";"K17_13";"complete";209;1;209;"K17_13_incubation1_25";7,04;113;167;197;2025-06-30 10:59:09.5;181;30;16
"2025";"incubation1";"K19_15_22cmplx";"complete";14405;24;600,208333333333;"K19_15_22cmplx_incubation1_25";38,82;23;164;195;2025-06-18 11:28:34.5;169;31;26
"2025";"incubation1";"K20_15";"complete";16;2;8;"K20_15_incubation1_25";0,4;204;163;191;2025-06-26 13:31:49.5;177;28;14
"2025";"incubation1";"K21_36";"complete";100;2;50;"K21_36_incubation1_25";2,38;170;164;193;2025-06-28 11:58:05.5;179;29;14
"2025";"incubation1";"K22_52";"complete";0;0;0;"K22_52_incubation1_25";0;208;165;195;2025-06-29 12:01:07;180;30;15
"2025";"incubation1";"K8";"complete";358;4;89,5;"K8_incubation1_25";5,38;128;166;195;2025-06-20 11:14:07;171;29;24
"2025";"incubation1";"W28N";"complete";0;0;0;"W28N_incubation1_25";0;208;166;194;2025-06-29 14:44:52.5;180;28;14
"2025";"incubation1";"W38A";"complete";61;2;30,5;"W38A_incubation1_25";1,49;185;163;193;2025-06-26 13:27:02;177;30;16
"2025";"incubation1";"Y23_1";"complete";1369;7;195,571428571429;"Y23_1_incubation1_25";13,18;74;166;195;2025-06-20 11:11:20;171;29;24
"2025";"incubation2";"101";"complete";30;2;15;"101_incubation2_25";0,75;202;162;192;2025-06-25 10:24:29.5;176;30;16
"2025";"incubation2";"113_10";"complete";32;2;16;"113_10_incubation2_25";0,79;200;164;193;2025-07-06 12:24:07;187;29;6
"2025";"incubation2";"113_1A";"complete";47;1;47;"113_1A_incubation2_25";1,86;178;164;194;2025-06-27 23:45:57;178;30;16
"2025";"incubation2";"113_41";"complete";338;2;169;"113_41_incubation2_25";7,13;112;164;193;2025-06-28 14:07:56.5;179;29;14
"2025";"incubation2";"11_58";"complete";38;1;38;"11_58_incubation2_25";1,52;184;NA;190;2025-06-25 13:47:58;176;NA;14
"2025";"incubation2";"14_10M";"complete";0;0;0;"14_10M_incubation2_25";0;208;162;190;2025-06-25 13:38:28.5;176;28;14
"2025";"incubation2";"83N";"complete";0;0;0;"83N_incubation2_25";0;208;163;192;2025-07-05 11:35:04;186;29;6
"2025";"incubation2";"A20_1";"complete";2608;14;186,285714285714;"A20_1_incubation2_25";17,21;65;164;196;2025-06-28 03:54:32.5;179;32;17
"2025";"incubation2";"A20_3";"complete";0;0;0;"A20_3_incubation2_25";0;208;164;194;2025-07-06 12:05:53;187;30;7
"2025";"incubation2";"A20_4";"complete";0;0;0;"A20_4_incubation2_25";0;208;169;198;2025-07-02 23:02:04.5;183;29;15
"2025";"incubation2";"D15_11";"complete";93;2;46,5;"D15_11_incubation2_25";2,23;174;163;193;2025-06-26 23:59:03.5;177;30;16
"2025";"incubation2";"D15_6";"complete";94;1;94;"D15_6_incubation2_25";3,53;150;163;193;2025-06-27 10:45:58;178;30;15
"2025";"incubation2";"D17_16";"complete";0;0;0;"D17_16_incubation2_25";0;208;162;192;2025-06-25 13:43:24.5;176;30;16
"2025";"incubation2";"D17_8";"complete";151;1;151;"D17_8_incubation2_25";5,36;129;163;193;2025-06-27 00:03:13;178;30;15
"2025";"incubation2";"D21_1";"complete";22;1;22;"D21_1_incubation2_25";0,9;197;164;193;2025-06-27 23:46:01.5;178;29;15
"2025";"incubation2";"D22_17";"complete";0;0;0;"D22_17_incubation2_25";0;208;166;194;2025-06-30 16:41:16.5;181;28;13
"2025";"incubation2";"J24_1";"complete";191;4;47,75;"J24_1_incubation2_25";3,04;161;163;192;2025-06-27 10:39:41.5;178;29;14
"2025";"incubation2";"K16_4";"complete";1238;2;619;"K16_4_incubation2_25";19,04;59;162;192;2025-06-25 13:42:45.5;176;30;16
"2025";"incubation2";"K17_13";"complete";65;1;65;"K17_13_incubation2_25";2,52;169;167;197;2025-07-09 14:08:26;190;30;7
"2025";"incubation2";"K19_15_22cmplx";"complete";13629;4;3407,25;"K19_15_22cmplx_incubation2_25";53,36;16;164;195;2025-06-28 12:04:25.5;179;31;16
"2025";"incubation2";"K19_22";"complete";2340;10;234;"K19_22_incubation2_25";17,38;64;163;193;2025-06-27 15:23:03.5;178;30;15
"2025";"incubation2";"K19_31";"complete";45165;2;22582,5;"K19_31_incubation2_25";85,34;4;163;191;2025-06-28 02:51:35;179;28;12
"2025";"incubation2";"K20_15";"complete";32;2;16;"K20_15_incubation2_25";0,79;200;163;191;2025-07-05 11:37:04;186;28;5
"2025";"incubation2";"K20_8";"complete";0;0;0;"K20_8_incubation2_25";0;208;163;192;2025-06-27 04:23:09;178;29;14
"2025";"incubation2";"K21_28";"complete";112;2;56;"K21_28_incubation2_25";2,65;166;166;195;2025-06-30 04:37:18.5;181;29;14
"2025";"incubation2";"K21_36";"complete";66;2;33;"K21_36_incubation2_25";1,61;182;164;193;2025-07-06 12:17:06;187;29;6
"2025";"incubation2";"K22_52";"complete";34;2;17;"K22_52_incubation2_25";0,84;199;165;195;2025-07-07 16:32:22;188;30;7
"2025";"incubation2";"K8";"complete";1077;8;134,625;"K8_incubation2_25";10,54;91;166;195;2025-06-29 11:59:30;180;29;15
"2025";"incubation2";"W20";"complete";137;1;137;"W20_incubation2_25";4,93;135;163;192;2025-06-27 16:04:38.5;178;29;14
"2025";"incubation2";"W28N";"complete";0;0;0;"W28N_incubation2_25";0;208;166;194;2025-07-08 11:33:46;189;28;5
"2025";"incubation2";"W38A";"complete";0;0;0;"W38A_incubation2_25";0;208;163;193;2025-07-05 11:44:19;186;30;7
"2025";"incubation2";"W41J";"complete";1162;1;1162;"W41J_incubation2_25";23,61;46;165;194;2025-06-29 01:03:00;180;29;14
"2025";"incubation3";"101";"complete";4269;3;1423;"101_incubation3_25";34,38;29;162;192;2025-07-04 11:16:06;185;30;7
"2025";"incubation3";"113_1A";"complete";0;0;0;"113_1A_incubation3_25";0;208;164;194;2025-07-06 12:27:22.5;187;30;7
"2025";"incubation3";"113_41";"complete";0;0;0;"113_41_incubation3_25";0;208;164;193;2025-07-06 12:20:13.5;187;29;6
"2025";"incubation3";"11_58";"complete";239;2;119,5;"11_58_incubation3_25";5,29;131;NA;190;2025-07-04 11:16:37.5;185;NA;5
"2025";"incubation3";"14_10M";"complete";0;0;0;"14_10M_incubation3_25";0;208;162;190;2025-07-04 11:17:56;185;28;5
"2025";"incubation3";"A20_1";"complete";2033;4;508,25;"A20_1_incubation3_25";20,71;51;164;196;2025-07-06 12:27:26.5;187;32;9
"2025";"incubation3";"A20_4";"complete";0;0;0;"A20_4_incubation3_25";0;208;169;198;2025-07-12 01:14:48;193;29;5
"2025";"incubation3";"D15_11";"complete";44;2;22;"D15_11_incubation3_25";1,08;191;163;193;2025-07-05 11:20:47;186;30;7
"2025";"incubation3";"D15_6";"complete";249;2;124,5;"D15_6_incubation3_25";5,48;127;163;193;2025-07-05 11:27:52;186;30;7
"2025";"incubation3";"D17_16";"complete";0;0;0;"D17_16_incubation3_25";0;208;162;192;2025-07-04 11:19:28;185;30;7
"2025";"incubation3";"D17_8";"complete";50;2;25;"D17_8_incubation3_25";1,23;188;163;193;2025-07-05 11:43:58;186;30;7
"2025";"incubation3";"D21_1";"complete";52;1;52;"D21_1_incubation3_25";2,04;175;164;193;2025-07-06 12:23:46;187;29;6
"2025";"incubation3";"D22_17";"complete";0;0;0;"D22_17_incubation3_25";0;208;166;194;2025-07-08 12:12:22.5;189;28;5
"2025";"incubation3";"J24_1";"complete";0;0;0;"J24_1_incubation3_25";0;208;163;192;2025-07-06 00:06:51.5;187;29;5
"2025";"incubation3";"K16_4";"complete";1645;5;329;"K16_4_incubation3_25";16,73;68;162;192;2025-07-04 11:18:40;185;30;7
"2025";"incubation3";"K19_22";"complete";1433;4;358,25;"K19_22_incubation3_25";16,37;70;163;193;2025-07-05 14:02:22.5;186;30;7
"2025";"incubation3";"K19_31";"complete";0;0;0;"K19_31_incubation3_25";0;208;163;191;2025-07-05 11:38:25;186;28;5
"2025";"incubation3";"K20_8";"complete";0;0;0;"K20_8_incubation3_25";0;208;163;192;2025-07-05 11:33:26.5;186;29;6
"2025";"incubation3";"K21_28";"complete";41;2;20,5;"K21_28_incubation3_25";1,01;194;166;195;2025-07-08 11:40:37.5;189;29;6
"2025";"incubation3";"K8";"complete";111;1;111;"K8_incubation3_25";4,09;146;166;195;2025-07-08 12:12:42.5;189;29;6
"2025";"incubation3";"W20";"complete";85;1;85;"W20_incubation3_25";3,22;158;163;192;2025-07-05 11:37:33;186;29;6
"2025";"incubation3";"W41J";"complete";0;0;0;"W41J_incubation3_25";0;208;165;194;2025-07-07 16:36:26.5;188;29;6
"2025";"incubation3";"Y23_1";"complete";22;2;11;"Y23_1_incubation3_25";0,55;203;166;195;2025-07-08 12:08:42;189;29;6
